Time,Ir1,Ir2,Red1,Red2,RsO2,Hb,HbO2
90.714264,11,51,3,14,77,32,82
90.73427,11,52,3,14,78,32,81
90.754265,11,53,3,14,79,32,80
90.77427,11,52,4,14,92,38,77
90.794266,11,51,3,15,73,30,83
90.83427,11,50,3,14,76,31,83
90.85427,11,51,3,14,77,32,82
90.87427,11,51,3,14,77,32,82
90.894264,11,51,3,14,77,32,82
90.91427,11,52,3,15,74,30,82
90.934265,11,53,3,14,79,32,80
90.95427,11,53,4,14,93,38,75
90.974266,10,51,4,14,94,39,72
90.99427,10,50,4,14,94,38,73
91.01427,11,50,3,14,76,31,83
91.03427,10,50,3,14,80,32,78
91.05427,10,50,4,14,94,38,73
91.074265,11,51,3,14,77,32,82
91.09427,11,52,4,14,92,38,77
91.114265,11,53,3,14,79,32,80
91.13427,11,51,3,14,77,32,82
91.15427,11,49,3,14,74,31,84
91.17427,11,49,3,14,74,31,84
91.19427,11,50,3,14,76,31,83
91.214264,11,49,3,14,74,31,84
91.23427,11,50,3,14,76,31,83
91.254265,11,50,3,14,76,31,83
91.27427,11,51,3,14,77,32,82
91.294266,11,51,3,14,77,32,82
91.31427,11,50,3,14,76,31,83
91.33427,10,48,3,14,78,32,80
91.35427,10,49,3,14,79,32,79
91.37427,10,49,3,14,79,32,79
91.394264,11,49,3,14,74,31,84
91.41427,10,51,3,14,81,32,77
91.434265,10,50,4,14,94,38,73
91.45427,11,51,3,14,77,32,82
91.474266,11,52,3,14,78,32,81
91.49427,10,49,4,14,93,38,75
91.51427,10,49,3,14,79,32,79
91.53427,11,50,3,14,76,31,83
91.55427,10,50,4,14,94,38,73
91.574265,10,50,3,14,80,32,78
91.59427,10,51,4,14,94,39,72
91.614265,11,52,3,14,78,32,81
91.63427,11,52,4,15,89,37,78
91.65427,11,53,3,15,75,30,81
91.67427,11,52,3,14,78,32,81
91.69427,10,52,4,14,95,39,71
91.714264,11,51,3,14,77,32,82
91.73427,10,51,3,14,81,32,77
91.754265,11,51,3,14,77,32,82
91.77427,11,52,3,14,78,32,81
91.794266,11,52,3,14,78,32,81
91.81427,11,53,4,14,93,38,75
91.83427,11,52,4,15,89,37,78
91.85427,11,52,3,15,74,30,82
91.87427,11,52,3,14,78,32,81
91.894264,11,51,3,14,77,32,82
91.91427,10,51,4,14,94,39,72
91.934265,11,49,3,15,70,30,85
91.95427,10,50,4,15,91,37,74
91.974266,11,53,3,14,79,32,80
91.99427,11,53,3,15,75,30,81
92.01427,11,54,4,14,93,38,74
92.03427,11,53,3,14,79,32,80
92.05427,11,52,3,14,78,32,81
92.074265,10,50,3,14,80,32,78
92.09427,11,51,3,14,77,32,82
92.114265,10,51,4,14,94,39,72
92.13427,11,51,3,14,77,32,82
92.15427,11,52,3,14,78,32,81
92.17427,11,52,4,15,89,37,78
92.19427,11,52,4,14,92,38,77
92.214264,11,52,3,14,78,32,81
92.23427,11,51,3,14,77,32,82
92.254265,11,51,3,14,77,32,82
92.27427,11,50,3,15,71,30,84
92.294266,11,52,3,14,78,32,81
92.31427,10,50,4,15,91,37,74
92.33427,11,53,4,14,93,38,75
92.35427,12,54,3,14,75,31,84
92.37427,11,52,3,14,78,32,81
92.394264,11,51,3,15,73,30,83
92.41427,10,51,4,14,94,39,72
92.434265,10,51,3,14,81,32,77
92.45427,11,52,3,14,78,32,81
92.474266,10,52,4,14,95,39,71
92.49427,12,53,3,14,74,31,85
92.51427,11,54,3,14,79,32,79
92.53427,11,52,3,14,78,32,81
92.55427,10,52,4,14,95,39,71
92.574265,10,51,3,14,81,32,77
92.59427,10,49,4,14,93,38,75
92.614265,11,51,3,14,77,32,82
92.63427,10,52,4,14,95,39,71
92.65427,11,52,3,15,74,30,82
92.67427,11,53,3,14,79,32,80
92.69427,10,50,3,14,80,32,78
92.714264,11,49,3,14,74,31,84
92.73427,10,50,4,14,94,38,73
92.754265,11,51,3,14,77,32,82
92.77427,10,52,4,14,95,39,71
92.794266,11,51,3,14,77,32,82
92.81427,11,52,3,14,78,32,81
92.83427,10,51,4,14,94,39,72
92.85427,11,50,3,15,71,30,84
92.87427,10,51,3,14,81,32,77
92.894264,10,50,3,14,80,32,78
92.91427,11,51,3,14,77,32,82
92.934265,11,51,3,15,73,30,83
92.95427,11,51,3,14,77,32,82
92.974266,10,51,4,14,94,39,72
92.99427,10,51,4,14,94,39,72
93.01427,10,50,4,14,94,38,73
93.03427,11,50,3,14,76,31,83
93.05427,11,51,3,14,77,32,82
93.074265,11,51,3,14,77,32,82
93.09427,10,52,4,14,95,39,71
93.114265,11,51,3,15,73,30,83
93.13427,11,51,3,14,77,32,82
93.15427,11,50,3,14,76,31,83
93.17427,10,49,3,14,79,32,79
93.19427,10,50,3,14,80,32,78
93.214264,10,50,3,14,80,32,78
93.23427,11,50,3,15,71,30,84
93.254265,11,51,3,14,77,32,82
93.27427,10,51,4,14,94,39,72
93.294266,11,52,4,15,89,37,78
93.31427,10,50,3,14,80,32,78
93.33427,10,49,3,15,76,30,80
93.35427,11,48,3,15,69,30,87
93.37427,10,50,3,14,80,32,78
93.394264,11,50,3,15,71,30,84
93.41427,11,51,3,14,77,32,82
93.434265,11,51,4,14,92,38,78
93.45427,11,52,4,15,89,37,78
93.474266,11,51,3,14,77,32,82
93.49427,11,50,3,14,76,31,83
93.51427,11,50,3,14,76,31,83
93.53427,11,51,3,14,77,32,82
93.55427,10,51,3,14,81,32,77
93.574265,11,52,3,14,78,32,81
93.59427,11,51,4,14,92,38,78
93.614265,11,53,4,14,93,38,75
93.63427,11,52,3,15,74,30,82
93.65427,10,51,3,14,81,32,77
93.67427,10,51,3,14,81,32,77
93.69427,10,51,3,14,81,32,77
93.714264,10,51,4,14,94,39,72
93.73427,11,51,4,15,88,36,79
93.754265,11,52,3,15,74,30,82
93.77427,11,52,3,15,74,30,82
93.794266,11,52,4,15,89,37,78
93.81427,11,51,3,14,77,32,82
93.83427,11,50,3,14,76,31,83
93.85427,11,51,3,14,77,32,82
93.87427,11,50,3,15,71,30,84
93.894264,11,52,3,14,78,32,81
93.91427,11,52,3,15,74,30,82
93.934265,11,51,3,15,73,30,83
93.95427,12,52,3,15,68,30,87
93.974266,10,50,4,15,91,37,74
93.99427,11,50,3,14,76,31,83
94.01427,11,50,3,14,76,31,83
94.03427,10,50,4,15,91,37,74
94.05427,11,52,3,14,78,32,81
94.074265,11,52,4,15,89,37,78
94.09427,11,51,4,15,88,36,79
94.114265,11,53,3,14,79,32,80
94.13427,11,52,3,15,74,30,82
94.15427,10,50,4,15,91,37,74
94.17427,10,51,3,14,81,32,77
94.19427,10,51,3,14,81,32,77
94.214264,11,50,3,14,76,31,83
94.23427,11,51,3,14,77,32,82
94.254265,11,52,3,15,74,30,82
94.27427,11,52,3,15,74,30,82
94.294266,11,51,3,15,73,30,83
94.31427,11,49,3,15,70,30,85
94.33427,10,50,3,15,77,30,79
94.35427,11,50,3,14,76,31,83
94.37427,10,50,3,14,80,32,78
94.394264,10,51,3,14,81,32,77
94.41427,11,51,3,15,73,30,83
94.434265,11,52,4,15,89,37,78
94.45427,11,53,3,15,75,30,81
94.474266,11,51,3,14,77,32,82
94.49427,10,50,3,14,80,32,78
94.51427,11,49,3,15,70,30,85
94.53427,10,50,3,14,80,32,78
94.55427,11,51,3,14,77,32,82
94.574265,11,50,3,15,71,30,84
94.59427,10,52,4,14,95,39,71
94.614265,10,52,4,15,92,37,72
94.63427,11,49,3,15,70,30,85
94.65427,11,49,3,15,70,30,85
94.67427,10,49,4,14,93,38,75
94.69427,11,49,3,14,74,31,84
94.714264,10,50,3,14,80,32,78
94.73427,11,51,3,15,73,30,83
94.754265,10,52,4,15,92,37,72
94.77427,11,52,4,15,89,37,78
94.794266,11,51,3,14,77,32,82
94.81427,10,49,3,15,76,30,80
94.83427,11,49,3,14,74,31,84
94.87427,10,49,4,15,90,37,76
94.894264,10,50,4,15,91,37,74
94.91427,11,52,3,15,74,30,82
94.934265,11,52,3,15,74,30,82
94.95427,11,51,4,15,88,36,79
94.974266,10,50,3,15,77,30,79
94.99427,10,50,3,15,77,30,79
95.01427,10,50,4,15,91,37,74
95.03427,11,50,3,15,71,30,84
95.05427,11,50,3,15,71,30,84
95.074265,10,51,4,15,91,37,73
95.09427,11,52,3,15,74,30,82
95.114265,11,53,4,15,90,37,77
95.13427,10,50,3,15,77,30,79
95.15427,10,50,3,15,77,30,79
95.17427,10,50,4,15,91,37,74
95.19427,11,50,3,15,71,30,84
95.214264,11,50,3,15,71,30,84
95.23427,10,51,4,14,94,39,72
95.254265,11,52,3,14,78,32,81
95.27427,11,53,3,14,79,32,80
95.294266,11,51,3,15,73,30,83
95.31427,11,50,3,15,71,30,84
