Time,Ir1,Ir2,Red1,Red2,RsO2,Hb,HbO2
13.969798,657,771,3629,4601,64,27,0
13.989799,714,859,3882,4774,45,27,0
14.0297985,703,854,3839,4776,44,27,0
14.049798,708,797,3705,4673,74,27,0
14.069798,700,808,3778,4623,60,27,0
14.089798,739,848,3838,4933,75,26,0
14.109798,715,839,3820,4807,62,27,0
14.129798,686,798,3896,4726,54,28,0
14.149798,665,780,3588,4641,70,26,0
14.169798,735,869,3748,4957,75,26,0
14.189798,704,827,3878,4813,58,27,0
14.209799,699,809,3921,4677,51,28,0
14.229798,662,781,3813,4652,51,28,0
14.309798,696,797,3762,4767,71,27,0
14.329799,727,836,3814,4778,67,27,0
14.349798,755,856,3923,5026,77,26,0
14.369799,721,837,3787,4845,70,26,0
14.389798,707,807,3633,4734,79,26,0
14.409799,645,778,3581,4658,63,26,0
14.429798,754,863,3778,4866,76,26,0
14.449799,733,865,3747,4840,68,26,0
14.469798,696,818,3874,4686,49,28,0
14.489799,676,791,3870,4691,52,28,0
14.509798,714,851,3922,4884,53,27,0
14.5297985,724,855,3751,4922,73,26,0
14.549798,734,845,3652,4803,80,26,0
14.569798,674,793,3640,4590,62,27,0
14.629798,722,843,3925,4890,61,27,0
14.649798,688,807,3774,4727,61,27,0
14.669798,658,776,3685,4608,59,27,0
14.689798,756,843,3897,4805,71,27,0
14.709799,743,844,3954,4908,68,27,0
14.729798,697,812,3715,4761,70,26,0
14.749799,651,789,3808,4652,39,28,0
14.769798,705,815,3660,4523,62,27,0
14.789799,732,834,3928,4729,59,28,0
14.809798,700,824,3856,4754,55,27,0
14.829799,669,781,3591,4758,78,26,0
14.849798,644,761,3439,4559,75,26,0
14.869799,731,837,3718,4772,75,26,0
14.889798,706,845,3811,4816,56,27,0
14.909799,684,816,3658,4707,63,26,0
14.969798,698,825,3729,4745,63,27,0
14.989799,716,826,3705,4724,71,26,0
15.009798,666,797,3746,4631,49,27,0
15.0297985,636,756,3620,4526,56,27,0
15.049798,724,827,3723,4674,70,27,0
15.069798,714,804,3711,4703,75,26,0
15.089798,669,792,3637,4551,57,27,0
15.109798,641,775,3548,4414,46,27,0
15.129798,698,824,3780,4744,59,27,0
15.149798,694,819,3785,4758,60,27,0
15.169798,720,810,3689,4707,77,26,0
15.189798,617,772,3669,4771,46,26,0
15.209799,627,747,3490,4460,62,27,0
15.229798,698,830,3769,4913,69,26,0
15.289799,639,760,3544,4600,67,26,0
