Time,Ir1,Ir2,Red1,Red2,RsO2,Hb,HbO2
15.565717,1370,133,6045,728,74,0,0
15.585716,1359,131,5973,726,74,0,0
15.605717,1386,130,5998,724,75,0,0
15.625716,1359,131,6022,726,74,0,0
15.645717,1369,131,6013,715,74,0,0
15.665716,1362,131,5994,733,75,0,0
15.685717,1348,130,5974,720,74,0,0
15.705716,1395,131,5996,722,75,0,0
15.725717,1378,131,5963,721,75,0,0
15.745716,1327,130,5918,718,74,0,0
15.765717,1341,130,6022,716,74,0,0
15.785716,1391,131,6095,719,74,0,0
15.8057165,1380,131,5956,717,74,0,0
15.825716,1347,129,5944,716,74,0,0
15.845716,1336,129,5920,714,74,0,0
15.865717,1343,130,5947,716,74,0,0
15.885716,1353,130,5947,716,74,0,0
15.905717,1377,130,5940,713,75,0,0
15.925716,1299,129,5911,713,73,0,0
15.945717,1387,130,5924,715,75,0,0
15.965716,1338,130,5925,715,74,0,0
15.985717,1366,129,5914,725,75,0,0
16.005716,1329,129,5903,712,74,0,0
16.025717,1355,130,6039,715,74,0,0
16.045717,1352,130,5921,714,74,0,0
16.145716,1352,130,6000,717,74,0,0
16.165716,1376,130,5874,717,75,0,0
16.185717,1379,129,6005,715,75,0,0
16.205717,1393,131,5940,718,75,0,0
16.225716,1389,131,5938,718,75,0,0
16.245716,1356,131,6052,717,74,0,0
16.265717,1348,130,5870,716,74,0,0
16.285717,1356,132,6071,719,73,0,0
16.305716,1369,132,5941,719,74,0,0
16.325716,1406,132,5993,718,75,0,0
16.345716,1323,131,5928,717,74,0,0
16.365717,1361,130,5903,716,75,0,0
16.385717,1408,133,5945,720,75,0,0
16.405716,1378,135,5940,718,74,0,0
16.425716,1380,132,5926,717,74,0,0
16.445717,1326,131,5881,713,74,0,0
16.465717,1376,132,6051,715,74,0,0
16.485716,1402,132,6021,715,74,0,0
16.505716,1378,132,5897,714,74,0,0
16.525717,1382,131,5878,712,75,0,0
16.545717,1324,131,5871,710,74,0,0
16.565716,1395,131,6000,712,74,0,0
16.585716,1355,131,5941,710,74,0,0
16.605717,1380,131,5847,707,75,0,0
16.625717,1385,130,5828,706,75,0,0
16.645716,1400,131,5877,708,75,0,0
16.745716,1370,132,5976,709,74,0,0
16.765717,1362,131,5904,709,74,0,0
16.785717,1383,130,5834,706,75,0,0
16.805716,1413,131,5858,705,75,0,0
16.825716,1329,132,5856,720,74,0,0
16.845716,1369,132,5931,708,74,0,0
16.865717,1359,131,5922,705,74,0,0
16.885717,1370,132,5827,706,74,0,0
16.905716,1397,132,5847,708,75,0,0
16.925716,1400,132,5947,708,74,0,0
16.945717,1388,131,5817,705,75,0,0
16.965717,1372,131,5997,705,74,0,0
16.985716,1419,132,5837,706,75,0,0
17.005716,1366,132,5814,708,74,0,0
17.025717,1371,132,5802,706,74,0,0
17.045717,1360,131,5792,703,74,0,0
17.085716,1386,133,5915,705,74,0,0
17.105717,1405,132,5794,705,75,0,0
17.125717,1366,133,5787,704,74,0,0
17.145716,1365,133,5809,704,74,0,0
17.165716,1380,132,5813,703,74,0,0
17.185717,1363,132,5794,703,74,0,0
17.205717,1356,131,5774,702,74,0,0
17.225716,1385,133,5905,703,74,0,0
17.245716,1435,137,5817,705,74,0,0
17.365717,1392,135,5978,709,74,0,0
17.385717,1423,134,5819,707,75,0,0
17.405716,1453,135,5749,707,75,0,0
17.425716,1436,136,5835,720,75,0,0
17.445717,1403,136,5962,708,74,0,0
17.465717,1407,135,5805,705,74,0,0
17.485716,1425,136,5802,707,75,0,0
17.505716,1410,136,5821,706,74,0,0
17.525717,1443,136,5924,704,74,0,0
17.545717,1404,135,5886,703,74,0,0
17.565716,1457,136,5800,704,75,0,0
17.585716,1428,137,5815,705,74,0,0
17.605717,1449,136,5811,705,75,0,0
17.625717,1413,135,5768,702,75,0,0
17.645716,1457,136,5813,704,75,0,0
17.665716,1410,136,5802,705,74,0,0
17.685717,1444,135,5884,701,75,0,0
17.705717,1361,134,5750,700,74,0,0
17.725716,1423,135,5793,702,75,0,0
17.745716,1418,135,5679,701,75,0,0
17.765717,1404,133,5759,700,75,0,0
17.785717,1432,135,5768,699,75,0,0
17.805716,1430,135,5777,699,75,0,0
17.825716,1395,135,5815,701,74,0,0
17.845716,1400,134,5743,699,75,0,0
17.865717,1397,135,5770,700,74,0,0
17.965717,1391,134,5681,698,75,0,0
17.985716,1415,134,5753,699,75,0,0
18.005716,1443,133,5822,697,75,0,0
18.025717,1418,133,5738,697,75,0,0
18.045717,1421,134,5756,698,75,0,0
18.065716,1438,134,5835,700,75,0,0
18.085716,1396,134,5889,698,74,0,0
18.105717,1385,133,5754,699,74,0,0
18.125717,1371,132,5729,697,74,0,0
18.145716,1423,134,5774,699,75,0,0
18.165716,1400,134,5778,709,75,0,0
18.185717,1387,133,5777,700,74,0,0
18.205717,1377,132,5860,692,74,0,0
18.225716,1405,133,5753,698,75,0,0
18.245716,1397,134,5745,700,75,0,0
18.265717,1388,134,5697,699,75,0,0
18.285717,1380,133,5751,699,74,0,0
18.305716,1365,132,5806,695,74,0,0
18.325716,1385,133,5815,699,74,0,0
18.345716,1372,132,5902,699,74,0,0
18.365717,1392,132,5850,697,74,0,0
18.385717,1316,131,5725,694,74,0,0
18.405716,1409,132,5766,698,75,0,0
18.425716,1364,132,5765,697,74,0,0
18.445717,1325,131,5854,696,73,0,0
18.465717,1356,130,5712,692,74,0,0
18.485716,1362,132,5759,697,74,0,0
18.585716,1366,132,5765,697,74,0,0
18.605717,1378,132,5765,697,74,0,0
18.625717,1319,131,5739,695,74,0,0
18.645716,1382,132,5775,699,74,0,0
18.665716,1410,132,5767,698,75,0,0
18.685717,1371,132,5762,697,74,0,0
18.705717,1355,131,5841,696,74,0,0
18.725716,1413,133,5848,699,74,0,0
18.745716,1424,133,5705,700,75,0,0
18.765717,1418,133,5775,700,75,0,0
18.785717,1374,132,5858,699,74,0,0
18.805716,1397,134,5797,702,74,0,0
18.825716,1399,134,5798,703,74,0,0
18.845716,1423,134,5785,701,75,0,0
18.865717,1396,133,5893,699,74,0,0
18.885717,1405,132,5749,698,75,0,0
18.905716,1394,133,5784,700,74,0,0
18.925716,1393,133,5879,694,74,0,0
18.945717,1386,133,5766,698,74,0,0
18.965717,1359,132,5750,696,74,0,0
18.985716,1420,133,5869,698,74,0,0
19.005716,1405,133,5776,699,75,0,0
19.025717,1389,132,5863,700,74,0,0
19.045717,1369,132,5740,695,74,0,0
19.065716,1390,131,5730,695,75,0,0
19.085716,1383,136,5768,708,74,0,0
19.205717,1327,132,5768,698,73,0,0
19.225716,1359,131,5749,696,74,0,0
19.245716,1410,131,5812,695,75,0,0
19.265717,1393,132,5773,699,75,0,0
19.285717,1368,131,5778,699,74,0,0
19.305716,1357,130,5759,697,74,0,0
19.325716,1369,130,5831,697,74,0,0
19.345716,1405,132,5884,702,74,0,0
19.365717,1378,132,5794,701,74,0,0
19.385717,1368,132,5793,701,74,0,0
19.405716,1359,131,5773,700,74,0,0
19.425716,1388,133,5825,703,74,0,0
19.445717,1381,133,5827,705,74,0,0
19.465717,1385,133,5918,705,74,0,0
19.485716,1372,131,5777,703,75,0,0
19.505716,1396,133,5847,706,74,0,0
19.525717,1426,133,5928,707,75,0,0
19.545717,1387,132,5830,705,75,0,0
19.565716,1407,132,5808,703,75,0,0
19.585716,1389,134,5859,708,74,0,0
19.605717,1391,134,5861,707,74,0,0
19.625717,1416,133,5893,706,75,0,0
19.645716,1386,134,5854,708,74,0,0
19.665716,1449,135,6033,716,75,0,0
19.685717,1409,134,6162,723,74,0,0
19.705717,1397,134,6060,724,74,0,0
19.805716,1393,134,5862,710,74,0,0
19.825716,1395,135,5962,714,74,0,0
19.845716,1409,135,5906,714,74,0,0
19.865717,1441,134,6040,713,74,0,0
19.885717,1400,134,5873,715,75,0,0
19.905716,1412,136,6079,721,74,0,0
19.925716,1468,137,5977,723,75,0,0
19.945717,1460,137,6105,724,74,0,0
19.965717,1428,136,5986,725,75,0,0
19.985716,1469,138,6077,726,75,0,0
20.025717,1481,139,6054,733,75,0,0
20.045717,1433,138,6115,728,74,0,0
20.085716,1490,140,6078,733,75,0,0
20.105717,1498,140,6091,746,75,0,0
20.125717,1469,139,6034,730,75,0,0
20.145716,1432,138,6045,728,74,0,0
20.165716,1512,139,6071,722,75,0,0
20.185717,1495,140,6060,732,75,0,0
20.205717,1484,139,6062,730,75,0,0
20.225716,1423,138,6030,728,74,0,0
20.245716,1450,138,6027,718,74,0,0
20.265717,1454,138,6143,726,74,0,0
20.285717,1426,138,6070,725,74,0,0
20.305716,1436,137,6005,723,74,0,0
20.425716,1409,137,6118,720,73,0,0
20.445717,1428,137,5981,721,74,0,0
20.465717,1456,136,5931,720,75,0,0
20.485716,1407,135,6060,716,74,0,0
