Time,Ir1,Ir2,Red1,Red2,RsO2,Hb,HbO2
38.363663,1047,3818,2407,8668,79,8,0
38.383663,1030,3879,2431,8538,83,9,0
38.403664,1045,3816,2499,8579,83,9,0
38.423664,1048,3825,2465,8995,79,8,0
38.44366,1070,3942,2436,8715,80,8,0
38.46366,1024,3740,2339,8913,75,7,0
38.48366,1039,3919,2421,8625,82,8,0
38.503662,1067,3905,2388,8970,77,7,0
38.523663,1048,3879,2392,8780,79,7,0
38.543663,1010,3846,2378,8935,79,7,0
38.563663,1035,3777,2389,8936,77,7,0
38.583664,1037,3833,2392,8999,77,7,0
38.60366,1013,3860,2381,8647,81,8,0
38.62366,1015,3767,2364,8621,80,8,0
38.683662,1000,3848,2382,8887,80,7,0
38.703663,1043,3851,2375,8866,78,7,0
38.723663,1036,3917,2490,9046,81,8,0
38.743664,1046,3901,2440,8717,81,8,0
38.76366,1012,3849,2382,8946,79,7,0
38.78366,1024,3852,2389,8992,78,7,0
38.80366,1035,3930,2434,8739,82,8,0
38.82366,1031,3741,2395,8988,76,7,0
38.843662,1010,3711,2381,8946,77,7,0
38.863663,1037,3785,2391,8791,78,7,0
38.883663,1059,3798,2401,8787,77,7,0
38.903664,1029,3756,2494,8949,80,8,0
38.923664,1012,3803,2386,8634,81,8,0
38.94366,990,3902,2401,8746,83,8,0
39.003662,1001,3827,2386,8603,82,8,0
39.023663,1062,3765,2413,8912,76,7,0
39.043663,1039,3906,2461,8992,80,8,0
39.063663,1023,3856,2400,9018,78,7,0
39.083664,1019,3856,2385,8589,82,8,0
39.10366,1017,3778,2409,9022,78,7,0
39.12366,1029,3886,2408,9066,78,7,0
39.14366,1029,3833,2396,9013,78,7,0
39.163662,1042,3864,2395,8961,78,7,0
39.183662,1034,3898,2406,8718,81,8,0
39.203663,1063,3875,2409,8938,77,7,0
39.223663,1002,3822,2404,8911,80,7,0
39.243664,1029,3833,2396,8952,78,7,0
39.26366,1038,3892,2414,8992,79,7,0
39.343662,1022,3902,2413,8957,80,7,0
39.363663,1047,3881,2430,8719,81,8,0
39.383663,1037,3828,2394,8657,80,8,0
39.403664,1064,3857,2388,8974,76,7,0
39.423664,1042,3908,2514,8950,82,8,0
39.44366,1035,3886,2400,9029,78,7,0
39.46366,1003,3832,2390,8849,80,7,0
39.48366,1044,3830,2372,8949,76,7,0
39.503662,1056,3890,2396,8938,78,7,0
39.523663,1048,3872,2391,8718,79,8,0
39.543663,1017,3814,2376,8879,79,7,0
39.563663,1022,3833,2405,8815,80,8,0
39.583664,1029,3854,2385,8891,79,7,0
39.60366,1022,3832,2382,8991,78,7,0
39.663662,1031,3875,2382,8998,78,7,0
39.683662,1049,3804,2377,8938,76,7,0
39.703663,972,3748,2365,8904,80,7,0
39.723663,1028,3810,2373,8834,78,7,0
39.743664,1026,3818,2380,8839,78,7,0
39.76366,1014,3782,2400,8985,78,7,0
39.78366,1005,3737,2466,8835,81,8,0
39.80366,1024,3809,2375,8944,77,7,0
39.82366,984,3807,2381,8985,80,7,0
39.843662,1009,3763,2375,8924,78,7,0
39.863663,1008,3720,2465,8886,80,8,0
39.883663,1030,3861,2364,8974,77,7,0
39.903664,1034,3813,2385,8994,77,7,0
39.923664,1031,3767,2371,8547,79,8,0
39.98366,1031,3829,2384,8714,79,8,0
40.003662,1044,3782,2373,8809,77,7,0
40.023663,1001,3744,2356,8768,79,7,0
40.043663,1029,3846,2385,8614,81,8,0
40.063663,1024,3696,2292,9016,72,6,0
40.083664,1024,3799,2377,8845,78,7,0
40.10366,1005,3775,2367,8773,79,7,0
40.12366,1018,3860,2390,9027,78,7,0
40.14366,1044,3849,2391,8976,77,7,0
40.163662,1034,3827,2381,8834,78,7,0
40.183662,1010,3795,2382,8530,82,8,0
40.203663,1044,3892,2466,9050,79,7,0
40.223663,1053,3886,2447,9103,78,7,0
40.243664,1050,3840,2433,8783,79,8,0
40.30366,1039,3908,2413,9039,79,7,0
40.32366,1039,3859,2402,9035,77,7,0
40.343662,1025,3841,2507,8986,81,8,0
40.363663,1032,3919,2407,8768,81,8,0
40.383663,1038,3895,2410,8806,80,8,0
40.403664,1049,3739,2430,9029,76,7,0
40.423664,1036,3843,2383,8613,80,8,0
40.44366,1061,3904,2346,9070,75,6,0
40.46366,1035,3877,2454,8765,82,8,0
40.48366,1031,3818,2390,8778,79,7,0
40.503662,1031,3835,2376,8651,80,8,0
40.523663,1044,3875,2547,8824,83,9,0
40.543663,1054,3849,2393,9056,76,7,0
40.563663,1009,3795,2381,8594,81,8,0
40.64366,995,3766,2372,8986,78,7,0
40.663662,1040,3820,2333,8878,76,7,0
40.683662,1025,3827,2386,8990,78,7,0
40.703663,1020,3794,2386,8946,78,7,0
40.723663,1004,3809,2371,8906,79,7,0
40.743664,1026,3822,2392,8676,80,8,0
40.76366,1032,3838,2400,8975,78,7,0
40.78366,1026,3801,2397,8983,78,7,0
40.80366,1013,3751,2367,8896,77,7,0
40.82366,1037,3838,2493,9327,78,7,0
40.843662,1032,3871,2416,9120,78,7,0
40.863663,1023,3665,2405,8931,76,7,0
40.883663,1019,3902,2466,8872,82,8,0
40.903664,1035,3846,2418,8976,78,7,0
40.96366,1034,3842,2416,8949,79,7,0
40.98366,1035,3836,2488,8946,81,8,0
41.003662,1025,3936,2477,9334,79,7,0
41.023663,1050,3968,2477,8832,82,8,0
41.043663,1035,3994,2426,9409,78,6,0
41.063663,1030,3828,2517,9022,81,8,0
41.083664,1016,3767,2406,8917,78,7,0
41.10366,1040,3859,2446,9297,77,7,0
41.12366,1039,3880,2492,9079,80,8,0
41.14366,1026,3812,2453,9148,78,7,0
41.163662,1035,3890,2419,9020,79,7,0
41.183662,1050,3875,2387,8981,77,7,0
41.203663,1038,3903,2434,9032,79,7,0
41.223663,1024,3678,2420,8997,76,7,0
41.28366,1033,3827,2433,9008,78,7,0
41.30366,1022,3786,2412,8840,79,7,0
41.32366,1085,3883,2523,9094,78,8,0
41.343662,1044,3894,2435,8949,79,7,0
41.363663,1033,3826,2429,8939,79,7,0
41.383663,1030,3955,2412,8869,81,8,0
41.403664,1047,3892,2400,9346,75,6,0
41.423664,1022,3880,2489,8966,82,8,0
41.44366,1032,3819,2476,9038,79,8,0
41.46366,1035,3854,2467,8990,80,8,0
41.48366,1069,3869,2498,8955,79,8,0
41.503662,1040,3996,2468,9264,80,7,0
41.523663,1027,3812,2417,8867,79,7,0
41.543663,1046,3882,2461,8972,80,8,0
41.60366,1028,3816,2470,9011,80,8,0
41.62366,1074,3919,2495,9007,79,8,0
41.64366,1084,3917,2473,9457,74,6,0
41.663662,1043,3869,2428,9057,78,7,0
41.683662,1033,3952,2410,8895,81,8,0
41.703663,1055,3921,2493,9023,80,8,0
41.723663,1053,4003,2429,9135,79,7,0
41.743664,1067,3854,2409,8898,77,7,0
41.76366,1031,3835,2395,8922,78,7,0
41.78366,1046,4041,2417,8999,81,7,0
41.80366,1052,3873,2455,9041,78,7,0
41.82366,1025,3820,2449,8839,81,8,0
41.843662,1069,3859,2325,8804,75,7,0
41.863663,1039,3878,2395,8977,78,7,0
41.923664,1064,3900,2442,8875,79,8,0
41.96366,1007,3904,2419,8883,82,8,0
41.98366,1047,3932,2387,8888,79,7,0
42.003662,1056,3969,2399,9036,78,7,0
42.023663,1066,3949,2396,8648,80,8,0
42.043663,1041,4003,2383,8856,80,7,0
42.063663,1070,4008,2458,9031,80,7,0
42.083664,1077,3998,2459,8936,80,8,0
42.10366,1068,3968,2462,8899,80,8,0
42.12366,1045,4007,2456,8900,82,8,0
42.14366,1099,4018,2463,8936,79,8,0
42.163662,1052,3976,2453,8882,81,8,0
42.183662,1047,3915,2436,8839,80,8,0
42.26366,1051,3919,2426,8800,80,8,0
42.28366,1065,3986,2448,8953,80,8,0
42.30366,1060,3977,2444,8783,81,8,0
42.32366,1063,3996,2421,8680,82,8,0
42.343662,1073,3937,2427,8827,79,8,0
42.363663,1077,3943,2360,8809,77,7,0
42.383663,1046,3896,2317,8725,78,7,0
42.403664,1030,3843,2309,8710,78,7,0
42.423664,1038,3888,2419,8807,80,8,0
42.44366,1033,3933,2424,8840,81,8,0
42.46366,1040,3883,2350,8861,78,7,0
42.48366,1024,3822,2320,8560,79,7,0
42.503662,1059,3922,2337,8761,78,7,0
42.583664,1057,3905,2329,8689,78,7,0
