Time,Ir1,Ir2,Red1,Red2,RsO2,Hb,HbO2
25.733027,2925,3158,13008,14470,56,0,0
25.753027,2933,3276,12790,15441,66,0,0
25.773027,2827,3115,11897,14440,70,0,0
25.793028,2863,3146,13283,14721,49,0,0
25.813026,3004,3152,13295,14456,58,0,0
25.833027,3098,3115,12696,14021,70,0,0
25.853027,2750,3292,12949,14891,24,0,0
25.873028,2876,3329,12793,15222,50,0,0
25.893026,3075,3257,12769,15362,76,0,0
25.913027,2917,3280,12817,15577,66,0,0
25.933027,3006,3157,12728,15118,76,0,0
25.953028,2884,3112,12810,15511,74,0,0
25.973028,2954,3319,12882,15438,62,0,0
26.033028,3116,3145,12969,15101,78,0,0
26.053028,2940,3339,12957,14742,45,0,0
26.073027,3072,3389,13401,14926,49,0,0
26.093027,3035,3378,13065,14712,49,0,0
26.113028,2977,3291,13160,15659,65,0,0
26.133028,3050,3260,13193,15171,65,0,0
26.153027,3073,3310,13319,15231,62,0,0
26.173027,3050,3461,13288,15023,43,0,0
26.193027,3183,3363,13833,16171,71,0,0
26.213028,3156,3373,12903,15127,70,0,0
26.233027,3096,3369,13331,16090,72,0,0
26.253027,3131,3534,13424,13943,22,0,0
26.273027,3133,3565,13506,13744,13,0,0
26.293028,3304,3524,13390,15688,70,0,0
26.353027,3290,3303,13693,15337,73,0,0
26.373028,3062,3440,13902,15845,49,0,0
26.393026,3014,3292,13401,15651,64,0,0
26.413027,3240,3266,13488,15131,72,0,0
26.433027,2970,3368,13293,15879,59,0,0
26.453028,2972,3275,13202,14713,50,0,0
26.473028,2995,3257,13204,15243,62,0,0
26.493027,3090,3313,13936,15157,52,0,0
26.513027,2993,3355,14094,15801,46,0,0
26.533028,2929,3228,12991,15656,69,0,0
26.553028,2956,3239,13134,15500,65,0,0
26.573027,3006,3387,13497,14694,36,0,0
26.593027,2980,3211,13288,14549,53,0,0
26.673027,2809,3337,13604,15574,26,0,0
26.693027,3044,3193,13206,15087,68,0,0
26.713028,2954,3311,13646,15534,50,0,0
26.733027,2727,3145,12866,15429,54,0,0
26.753027,2993,3148,13338,15522,71,0,0
26.773027,2926,3136,13243,15407,67,0,0
26.793028,2950,3115,12791,15033,72,0,0
