Time,Ir1,Ir2,Red1,Red2,RsO2,Hb,HbO2
25.733028,426,1629,1949,7248,80,0,0
25.753029,426,1645,1947,7375,79,0,0
25.77303,422,1634,1936,7163,81,0,0
25.79303,424,1635,1944,7431,79,0,0
25.813028,437,1629,1956,7210,79,0,0
25.833029,420,1631,1931,7190,81,0,0
25.85303,424,1536,1865,7083,75,0,0
25.87303,438,1554,1942,7143,76,0,0
25.893028,432,1569,1933,7155,77,0,0
25.913029,421,1619,1938,7455,78,0,0
25.93303,421,1587,1937,7026,81,0,0
25.95303,414,1589,1930,7461,78,0,0
25.973028,436,1623,1936,7230,78,0,0
26.03303,425,1601,1965,7255,80,0,0
26.053028,423,1547,1944,7220,77,0,0
26.073029,429,1606,1958,7306,79,0,0
26.093029,436,1678,1989,7285,81,0,0
26.11303,427,1647,1963,7450,79,0,0
26.133028,440,1703,1984,7364,81,0,0
26.153028,442,1691,1991,7286,81,0,0
26.173029,443,1721,1988,7359,81,0,0
26.19303,452,1738,2030,7556,80,0,0
26.213028,453,1720,2015,7489,80,0,0
26.233028,448,1672,2007,7691,76,0,0
26.253029,458,1770,2025,7519,81,0,0
26.27303,458,1765,2025,7444,81,0,0
26.29303,454,1700,2056,7526,80,0,0
26.35303,453,1697,1950,7415,77,0,0
26.37303,447,1736,1988,7459,80,0,0
26.393028,470,1761,1994,7407,79,0,0
26.413029,450,1679,1990,7384,79,0,0
26.43303,445,1662,1979,7415,78,0,0
26.45303,448,1687,1920,7293,78,0,0
26.473028,444,1724,1970,7312,81,0,0
26.493029,440,1704,1971,7309,81,0,0
26.51303,441,1658,1952,7262,79,0,0
26.53303,445,1712,1965,7307,80,0,0
26.553028,441,1685,1982,7335,80,0,0
26.573029,438,1645,1959,7396,78,0,0
26.593029,430,1620,1945,7324,78,0,0
26.673029,435,1683,1951,7268,81,0,0
26.69303,431,1604,1944,7201,79,0,0
26.713028,428,1599,1941,7529,76,0,0
26.733028,430,1602,1916,7312,77,0,0
26.753029,426,1612,1939,7169,80,0,0
26.77303,425,1578,1931,7292,77,0,0
26.79303,440,1651,1973,7275,80,0,0
26.813028,423,1631,1938,7134,81,0,0
26.833029,414,1575,1921,7126,80,0,0
26.85303,421,1617,1953,7306,80,0,0
26.87303,419,1535,1920,7226,77,0,0
26.893028,418,1562,1929,7325,77,0,0
26.913029,419,1590,1882,6993,80,0,0
26.993029,419,1579,1914,7057,80,0,0
27.01303,417,1574,1915,7034,80,0,0
27.03303,421,1610,1919,7029,81,0,0
27.053028,420,1582,1926,7149,79,0,0
27.073029,423,1667,2005,7180,84,0,0
27.093029,428,1607,1898,7195,78,0,0
27.11303,431,1603,1943,7246,78,0,0
27.133028,435,1636,1948,7311,78,0,0
27.153028,438,1697,1946,7251,81,0,0
27.173029,441,1671,1944,7251,79,0,0
27.19303,448,1691,1959,7294,79,0,0
27.213028,448,1694,1959,7270,80,0,0
27.233028,454,1707,2003,7478,79,0,0
27.29303,469,1797,1985,7249,81,0,0
27.313028,470,1810,1947,7449,79,0,0
27.333029,458,1784,1979,7487,80,0,0
27.35303,485,1833,1991,7383,80,0,0
27.37303,485,1819,1990,7521,78,0,0
27.393028,482,1881,1979,7589,79,0,0
27.413029,501,1861,1985,7188,80,0,0
27.43303,503,1862,2044,7487,79,0,0
27.45303,487,1914,2018,7311,83,0,0
27.473028,492,1917,2014,7505,81,0,0
27.493029,495,1917,1966,7508,79,0,0
27.51303,489,1903,1975,7304,81,0,0
27.53303,510,1863,1943,7210,77,0,0
27.553028,507,1901,1943,7309,78,0,0
27.61303,489,1854,1907,7237,78,0,0
27.633028,478,1893,1915,6960,83,0,0
27.653028,492,1854,1910,6951,81,0,0
27.673029,485,1889,1908,7169,80,0,0
27.69303,483,1849,1902,6945,81,0,0
27.713028,479,1849,1888,6960,81,0,0
27.733028,480,1898,1891,6832,84,0,0
27.753029,477,1832,1888,7175,79,0,0
27.77303,467,1783,1874,7022,79,0,0
27.79303,482,1859,1817,6905,79,0,0
27.813028,471,1820,1806,7105,77,0,0
27.833029,461,1744,1796,6674,79,0,0
27.85303,468,1766,1870,6873,80,0,0
27.87303,469,1825,1860,6936,81,0,0
27.93303,463,1768,1851,6908,80,0,0
27.95303,457,1739,1842,6792,80,0,0
27.973028,461,1792,1851,7102,79,0,0
27.993029,462,1755,1845,7057,78,0,0
28.01303,455,1748,1842,6811,81,0,0
28.03303,459,1795,1848,6949,81,0,0
28.053028,458,1786,1844,6789,82,0,0
28.073029,453,1755,1873,6728,83,0,0
28.093029,457,1760,1846,6926,80,0,0
28.11303,463,1744,1841,6771,80,0,0
28.133028,459,1698,1923,7028,79,0,0
28.153028,449,1699,1828,6739,80,0,0
28.173029,454,1753,1832,6703,82,0,0
28.19303,457,1647,1829,6728,77,0,0
28.253029,444,1727,1830,6907,80,0,0
28.27303,449,1728,1836,7032,78,0,0
28.29303,450,1696,1844,6696,81,0,0
28.313028,450,1685,1849,7052,77,0,0
28.333029,453,1761,1849,6902,81,0,0
28.35303,455,1740,1863,7111,78,0,0
28.37303,457,1742,1864,6836,81,0,0
28.393028,457,1786,1869,6820,82,0,0
28.413029,460,1817,1876,7120,81,0,0
28.43303,460,1732,1874,6999,79,0,0
28.45303,458,1705,1869,6931,79,0,0
28.473028,458,1719,1877,7139,77,0,0
28.493029,453,1766,1875,6983,81,0,0
28.573029,455,1675,1861,7033,77,0,0
28.593029,457,1786,1870,7071,80,0,0
28.61303,457,1775,1894,7287,79,0,0
28.633028,453,1753,1861,6949,80,0,0
28.653028,457,1757,1868,7042,79,0,0
28.673029,455,1728,1867,7039,79,0,0
28.69303,451,1722,1861,7029,79,0,0
28.713028,454,1710,1939,7036,81,0,0
28.733028,453,1763,1879,7013,81,0,0
28.753029,448,1679,1896,6971,80,0,0
