Time,Ir1,Ir2,Red1,Red2,RsO2,Hb,HbO2
48.55426,7,11,6,4,191,209,796
48.57426,8,12,5,4,198,214,802
48.594257,8,12,5,4,198,214,802
48.614258,8,12,6,4,198,210,799
48.63426,8,13,5,4,171,213,797
48.65426,8,13,5,4,171,213,797
48.67426,7,12,6,5,129,214,795
48.69426,8,12,5,4,198,214,802
48.71426,8,12,5,4,198,214,802
48.73426,8,12,5,4,198,214,802
48.754257,8,12,5,4,198,214,802
48.774258,8,12,5,4,198,214,802
48.79426,8,12,5,4,198,214,802
48.81426,8,12,6,4,198,210,799
48.83426,8,13,5,5,146,218,800
48.85426,7,13,5,5,22,218,793
48.87426,7,12,6,5,129,214,795
48.89426,8,12,5,4,198,214,802
48.914257,8,12,5,4,198,214,802
48.934258,8,12,6,4,198,210,799
48.954258,8,12,5,4,198,214,802
48.97426,8,12,6,4,198,210,799
48.99426,8,13,5,4,171,213,797
49.01426,8,13,5,4,171,213,797
49.03426,7,12,5,5,90,218,797
49.05426,8,12,6,5,198,215,802
49.07426,8,12,5,4,198,214,802
49.094257,8,12,6,4,198,210,799
49.114258,7,12,5,5,90,218,797
49.13426,8,12,5,4,198,214,802
49.15426,8,12,6,4,198,210,799
49.17426,8,12,6,5,198,215,802
49.19426,7,13,5,5,22,218,793
49.21426,8,12,5,4,198,214,802
49.23426,8,12,6,5,198,215,802
49.254257,8,12,5,4,198,214,802
49.274258,8,12,5,4,198,214,802
49.29426,8,12,6,5,198,215,802
49.31426,8,12,6,4,198,210,799
49.33426,8,12,5,4,198,214,802
49.37426,8,13,5,4,171,213,797
49.39426,7,12,5,5,90,218,797
49.414257,8,12,6,4,198,210,799
49.434258,8,13,5,4,171,213,797
49.454258,8,13,5,4,171,213,797
49.47426,8,13,5,5,146,218,800
49.49426,8,13,5,5,146,218,800
49.51426,7,12,5,5,90,218,797
49.53426,8,12,5,4,198,214,802
49.57426,8,12,5,4,198,214,802
49.594257,8,13,5,4,171,213,797
49.614258,8,13,5,4,171,213,797
49.63426,8,12,5,5,198,219,805
49.65426,8,12,5,4,198,214,802
49.67426,7,12,5,5,90,218,797
49.69426,8,12,6,4,198,210,799
49.71426,7,12,5,5,90,218,797
49.73426,8,13,5,5,146,218,800
49.754257,7,12,6,5,129,214,795
49.774258,8,12,5,4,198,214,802
49.79426,8,12,5,4,198,214,802
49.81426,8,12,6,4,198,210,799
49.83426,8,13,5,5,146,218,800
49.85426,7,12,5,5,90,218,797
49.87426,8,12,6,4,198,210,799
49.89426,8,12,5,4,198,214,802
49.914257,8,12,5,4,198,214,802
49.934258,8,12,5,4,198,214,802
49.954258,8,12,5,4,198,214,802
49.97426,8,13,5,4,171,213,797
49.99426,8,12,5,4,198,214,802
50.01426,8,13,5,5,146,218,800
50.03426,8,13,5,5,146,218,800
50.05426,8,12,6,5,198,215,802
50.07426,7,12,5,5,90,218,797
50.094257,7,13,5,5,22,218,793
50.114258,7,12,5,5,90,218,797
50.13426,7,12,5,5,90,218,797
50.15426,8,12,6,4,198,210,799
50.17426,8,13,5,4,171,213,797
50.19426,8,13,5,4,171,213,797
50.21426,7,13,5,5,22,218,793
50.23426,8,12,5,4,198,214,802
50.254257,7,12,6,5,129,214,795
50.274258,8,12,5,4,198,214,802
50.29426,8,12,6,4,198,210,799
50.31426,8,12,5,4,198,214,802
50.33426,8,12,6,4,198,210,799
50.35426,8,13,5,4,171,213,797
50.37426,8,13,5,4,171,213,797
50.39426,8,13,5,4,171,213,797
50.414257,8,12,5,4,198,214,802
50.434258,8,12,6,4,198,210,799
50.454258,7,12,5,5,90,218,797
50.47426,8,12,6,4,198,210,799
50.49426,8,13,5,4,171,213,797
50.51426,8,13,5,4,171,213,797
50.53426,8,13,5,4,171,213,797
50.55426,8,13,5,5,146,218,800
50.57426,7,12,5,5,90,218,797
50.594257,8,12,6,4,198,210,799
50.614258,8,13,5,5,146,218,800
50.63426,7,12,5,5,90,218,797
50.65426,8,13,5,4,171,213,797
50.67426,7,12,5,5,90,218,797
50.69426,8,12,5,4,198,214,802
50.71426,8,12,5,5,198,219,805
50.73426,8,12,6,4,198,210,799
50.754257,8,12,5,4,198,214,802
50.774258,7,12,6,5,129,214,795
50.79426,8,12,5,5,198,219,805
50.81426,7,12,5,4,135,213,794
50.83426,8,13,5,4,171,213,797
50.85426,8,12,5,5,198,219,805
50.87426,8,13,5,5,146,218,800
50.89426,8,12,5,4,198,214,802
50.914257,8,12,5,4,198,214,802
50.934258,8,13,5,5,146,218,800
50.954258,8,13,5,4,171,213,797
50.97426,8,12,6,5,198,215,802
50.99426,8,12,5,5,198,219,805
51.01426,8,12,5,4,198,214,802
51.03426,8,12,6,4,198,210,799
51.05426,8,13,5,5,146,218,800
51.07426,7,12,5,5,90,218,797
51.094257,7,12,5,5,90,218,797
51.114258,8,12,6,4,198,210,799
51.13426,8,12,5,4,198,214,802
51.15426,8,12,5,4,198,214,802
51.17426,8,12,5,4,198,214,802
51.19426,8,13,5,4,171,213,797
51.21426,8,13,5,5,146,218,800
51.23426,8,12,5,4,198,214,802
51.254257,8,13,5,5,146,218,800
51.274258,8,12,5,4,198,214,802
51.29426,8,12,5,4,198,214,802
51.31426,8,13,5,4,171,213,797
51.33426,8,12,5,5,198,219,805
51.35426,8,13,5,4,171,213,797
51.37426,8,13,5,4,171,213,797
51.39426,7,12,5,5,90,218,797
51.414257,8,12,5,4,198,214,802
51.434258,7,12,5,5,90,218,797
51.454258,8,13,5,4,171,213,797
51.47426,8,12,6,4,198,210,799
51.49426,8,12,5,4,198,214,802
51.51426,8,13,5,5,146,218,800
51.53426,8,12,5,4,198,214,802
51.55426,8,13,5,4,171,213,797
51.57426,8,12,6,4,198,210,799
51.594257,7,13,5,4,78,213,789
51.614258,8,12,5,4,198,214,802
51.63426,8,12,5,4,198,214,802
51.65426,7,12,5,5,90,218,797
