Time,Ir1,Ir2,Red1,Red2,RsO2,Hb,HbO2
48.554256,15,39,5,12,91,80,246
48.574257,15,40,5,11,100,82,244
48.594257,15,40,5,12,93,80,245
48.614258,16,41,5,11,98,82,246
48.63426,16,41,5,11,98,82,246
48.65426,16,42,5,11,99,82,244
48.67426,16,42,5,12,92,80,246
48.694256,15,42,5,11,101,82,241
48.714256,15,41,5,12,94,80,243
48.734257,16,41,5,11,98,82,246
48.754257,15,41,5,12,94,80,243
48.774258,15,41,6,11,109,86,239
48.79426,16,41,5,11,98,82,246
48.81426,15,42,6,12,106,84,239
48.83426,15,42,6,12,106,84,239
48.854256,15,42,6,12,106,84,239
48.874256,15,41,5,12,94,80,243
48.894257,15,41,5,12,94,80,243
48.914257,16,40,5,12,88,80,249
48.934258,15,41,6,12,106,84,241
48.954258,16,41,5,12,90,80,247
48.97426,15,42,6,12,106,84,239
48.99426,15,42,6,12,106,84,239
49.01426,16,43,6,12,106,84,242
49.034256,16,41,5,11,98,82,246
49.054256,16,41,5,12,90,80,247
49.074257,15,42,6,12,106,84,239
49.094257,16,41,5,12,90,80,247
49.114258,16,41,5,12,90,80,247
49.13426,16,42,5,12,92,80,246
49.15426,16,43,6,12,106,84,242
49.17426,16,42,5,12,92,80,246
49.194256,16,41,5,12,90,80,247
49.214256,15,41,6,12,106,84,241
49.234257,15,41,5,12,94,80,243
49.254257,16,42,6,12,105,84,243
49.274258,15,41,6,12,106,84,241
49.29426,15,42,6,12,106,84,239
49.31426,16,43,5,12,93,80,244
49.33426,16,43,6,12,106,84,242
49.354256,15,42,6,12,106,84,239
49.374256,16,41,5,12,90,80,247
49.394257,16,42,5,11,99,82,244
49.414257,16,42,5,12,92,80,246
49.434258,16,42,5,12,92,80,246
49.454258,16,41,6,13,99,82,246
49.47426,16,43,5,11,100,82,243
49.49426,16,43,5,12,93,80,244
49.51426,16,42,5,11,99,82,244
49.534256,16,42,5,12,92,80,246
49.554256,15,42,6,12,106,84,239
49.574257,16,42,5,11,99,82,244
49.594257,15,41,6,12,106,84,241
49.614258,16,42,6,11,109,86,242
49.63426,16,43,6,11,109,86,240
49.65426,16,43,6,12,106,84,242
49.67426,16,43,5,11,100,82,243
49.694256,16,41,5,12,90,80,247
49.714256,16,41,5,11,98,82,246
49.734257,16,41,6,12,105,84,244
49.754257,16,41,5,11,98,82,246
49.774258,16,41,5,12,90,80,247
49.79426,16,42,5,12,92,80,246
49.81426,16,42,5,12,92,80,246
49.83426,16,43,5,11,100,82,243
49.854256,16,42,5,12,92,80,246
49.874256,15,42,5,11,101,82,241
49.894257,16,40,5,12,88,80,249
49.914257,15,41,5,11,100,82,242
49.934258,15,41,6,12,106,84,241
49.954258,15,41,6,12,106,84,241
49.97426,15,42,6,11,109,86,238
49.99426,16,42,6,12,105,84,243
50.01426,16,43,5,11,100,82,243
50.034256,16,43,6,11,109,86,240
50.054256,16,40,5,12,88,80,249
50.074257,16,41,5,12,90,80,247
50.094257,15,42,5,11,101,82,241
50.114258,16,41,5,12,90,80,247
50.13426,15,42,6,11,109,86,238
50.15426,15,41,6,11,109,86,239
50.17426,16,42,5,12,92,80,246
50.194256,16,42,6,13,100,82,244
50.214256,16,42,6,12,105,84,243
50.234257,15,42,6,12,106,84,239
50.254257,16,41,5,12,90,80,247
50.274258,15,41,6,12,106,84,241
50.29426,16,41,5,12,90,80,247
50.31426,16,41,5,12,90,80,247
50.33426,16,42,5,12,92,80,246
50.354256,16,43,5,12,93,80,244
50.374256,15,43,6,12,106,84,238
50.394257,16,42,5,12,92,80,246
50.414257,16,41,5,12,90,80,247
50.434258,16,42,5,12,92,80,246
50.454258,15,42,6,12,106,84,239
50.47426,16,42,5,12,92,80,246
50.49426,16,42,5,12,92,80,246
50.51426,16,42,6,12,105,84,243
50.534256,16,42,5,12,92,80,246
50.554256,16,43,6,12,106,84,242
50.574257,16,42,5,12,92,80,246
50.594257,16,42,5,12,92,80,246
50.614258,16,41,5,12,90,80,247
50.63426,16,42,5,12,92,80,246
50.65426,15,42,6,12,106,84,239
50.67426,16,42,5,12,92,80,246
50.694256,16,43,6,12,106,84,242
50.714256,16,43,5,12,93,80,244
50.734257,16,41,5,11,98,82,246
50.754257,16,41,5,12,90,80,247
50.774258,16,41,5,11,98,82,246
50.79426,16,42,5,11,99,82,244
50.81426,15,42,6,12,106,84,239
50.83426,16,43,5,12,93,80,244
50.854256,16,43,5,11,100,82,243
50.874256,16,44,5,11,101,82,242
50.894257,16,42,6,12,105,84,243
50.914257,15,41,6,12,106,84,241
50.934258,15,42,6,11,109,86,238
50.954258,16,42,5,12,92,80,246
50.97426,15,41,6,12,106,84,241
50.99426,16,42,5,12,92,80,246
51.01426,15,43,6,11,109,86,237
51.034256,15,42,6,12,106,84,239
51.054256,16,43,5,11,100,82,243
51.074257,16,42,5,11,99,82,244
51.094257,16,42,5,11,99,82,244
51.114258,15,42,6,11,109,86,238
51.13426,16,42,5,11,99,82,244
51.15426,15,42,6,12,106,84,239
51.17426,15,43,6,11,109,86,237
51.194256,16,43,6,12,106,84,242
51.214256,16,43,5,12,93,80,244
51.234257,16,42,5,12,92,80,246
51.254257,15,41,6,12,106,84,241
51.274258,16,41,5,12,90,80,247
51.29426,16,42,5,12,92,80,246
51.31426,16,42,5,12,92,80,246
51.33426,16,43,6,12,106,84,242
51.354256,16,42,5,12,92,80,246
51.374256,16,42,6,12,105,84,243
51.394257,16,42,5,12,92,80,246
51.414257,16,41,5,12,90,80,247
51.434258,15,42,6,12,106,84,239
51.454258,15,42,6,11,109,86,238
51.47426,16,41,5,12,90,80,247
51.49426,15,42,5,12,95,80,242
51.51426,15,42,6,12,106,84,239
51.534256,16,42,5,12,92,80,246
51.554256,16,42,5,12,92,80,246
51.574257,15,42,5,11,101,82,241
51.594257,15,41,5,11,100,82,242
51.614258,16,41,5,12,90,80,247
51.63426,16,41,5,11,98,82,246
51.65426,15,41,5,11,100,82,242
51.67426,15,41,5,12,94,80,243
51.694256,15,42,6,12,106,84,239
51.714256,15,42,6,11,109,86,238
51.734257,15,42,6,11,109,86,238
51.754257,15,40,5,12,93,80,245
51.774258,15,40,5,11,100,82,244
51.79426,15,41,5,11,100,82,242
51.81426,15,40,5,11,100,82,244
51.83426,16,40,5,12,88,80,249
51.854256,15,40,5,12,93,80,245
51.874256,15,41,6,12,106,84,241
51.894257,15,41,6,12,106,84,241
51.914257,15,39,5,12,91,80,246
51.934258,15,40,5,11,100,82,244
51.954258,15,40,5,11,100,82,244
51.97426,15,39,5,12,91,80,246
51.99426,15,40,5,11,100,82,244
52.01426,15,41,5,11,100,82,242
52.034256,15,40,5,11,100,82,244
52.054256,15,41,5,11,100,82,242
52.074257,15,40,5,11,100,82,244
52.094257,15,40,5,11,100,82,244
52.114258,15,40,5,11,100,82,244
52.13426,15,39,5,12,91,80,246
52.15426,15,40,5,11,100,82,244
52.17426,15,40,6,12,105,84,242
52.194256,15,41,5,11,100,82,242
52.214256,16,40,5,11,97,81,247
52.234257,14,39,5,11,101,82,241
52.254257,15,39,5,11,99,82,245
52.274258,15,39,5,12,91,80,246
52.29426,14,39,5,12,95,80,242
52.31426,15,39,5,12,91,80,246
52.33426,15,40,5,11,100,82,244
52.354256,15,40,5,12,93,80,245
52.374256,15,40,5,12,93,80,245
52.394257,15,39,5,11,99,82,245
52.414257,15,40,5,12,93,80,245
52.434258,15,39,5,12,91,80,246
52.454258,15,40,5,11,100,82,244
52.47426,15,40,6,12,105,84,242
52.49426,15,41,5,11,100,82,242
52.51426,15,41,5,11,100,82,242
52.534256,15,40,5,12,93,80,245
52.554256,15,40,5,11,100,82,244
52.574257,15,39,6,12,105,84,244
52.594257,15,40,5,11,100,82,244
52.614258,15,40,5,11,100,82,244
52.63426,15,40,5,12,93,80,245
52.65426,15,41,5,11,100,82,242
52.67426,15,41,6,12,106,84,241
52.694256,16,41,5,12,90,80,247
52.714256,14,39,6,12,106,84,240
52.734257,14,40,6,11,109,86,237
52.754257,15,39,5,12,91,80,246
52.774258,15,40,6,12,105,84,242
52.79426,15,40,5,12,93,80,245
52.81426,15,40,5,12,93,80,245
52.83426,15,41,5,11,100,82,242
52.854256,16,41,5,12,90,80,247
52.874256,15,41,5,11,100,82,242
52.894257,14,39,6,11,109,86,238
52.914257,15,40,5,12,93,80,245
52.934258,15,41,5,11,100,82,242
52.954258,15,41,5,11,100,82,242
52.97426,15,40,5,12,93,80,245
52.99426,15,41,5,12,94,80,243
53.01426,15,42,5,11,101,82,241
53.034256,15,40,5,12,93,80,245
53.054256,15,40,6,12,105,84,242
53.074257,15,41,5,11,100,82,242
53.094257,15,41,5,11,100,82,242
53.114258,15,41,6,11,109,86,239
53.13426,15,41,5,11,100,82,242
53.15426,15,42,5,12,95,80,242
53.17426,16,42,6,12,105,84,243
53.194256,15,42,6,12,106,84,239
53.214256,16,41,5,12,90,80,247
