Time,Ir1,Ir2,Red1,Red2,RsO2,Hb,HbO2
11.039442,2481,3063,10848,13439,33,0,0
11.059442,2526,3074,10878,13468,41,0,0
11.079442,2492,3041,11095,12776,12,0,0
11.099442,2520,2930,10832,13442,61,0,0
11.119442,2501,3079,10833,12705,13,0,0
11.1394415,2512,3062,10821,13372,40,0,0
11.159442,2460,3031,11119,13260,19,0,0
11.179441,2506,3059,10734,13342,41,0,0
11.199442,2508,3067,10708,13378,42,0,0
11.219441,2370,3025,10687,13251,9,0,0
11.239442,2499,3074,10511,13322,45,0,0
11.259441,2475,2948,10681,13335,54,0,0
11.279442,2553,2910,10822,13277,64,0,0
11.359442,2561,3112,10672,13339,46,0,0
11.379441,2642,3126,10722,13390,57,0,0
11.399442,2718,3102,10872,13337,64,0,0
11.419442,2545,3046,10655,13248,51,0,0
11.439442,2557,3118,10453,13363,52,0,0
11.459442,2576,3113,10689,13377,49,0,0
11.479442,2554,3071,10904,13251,41,0,0
11.499442,2548,3073,10625,13236,48,0,0
11.519442,2557,3074,10636,13287,50,0,0
11.539442,2599,3059,10635,12732,46,0,0
11.559442,2489,3012,10758,13174,40,0,0
11.579442,2448,3045,10540,13218,34,0,0
11.599442,2408,2908,10537,13188,49,0,0
11.619442,2531,2999,10589,13101,53,0,0
11.6394415,2419,3002,10442,13058,34,0,0
11.659442,2501,3003,10419,12323,32,0,0
11.679441,2460,2984,10407,13081,49,0,0
11.699442,2389,2952,10360,12307,16,0,0
11.719441,2550,2856,10413,13063,74,0,0
11.799441,2564,3023,10227,13143,67,0,0
11.819442,2453,3010,10316,13037,45,0,0
11.839441,2397,3002,10378,13056,31,0,0
11.859442,2489,3056,10638,13187,37,0,0
11.879441,2496,2936,10509,12436,42,0,0
11.899442,2427,2911,10471,13169,54,0,0
11.919442,2495,3077,10410,13280,46,0,0
11.939442,2508,2941,10438,13283,66,0,0
11.959442,2591,2953,10614,13226,68,0,0
11.979442,2487,3072,10296,13206,47,0,0
11.999442,2497,3001,10536,13258,53,0,0
12.019442,2511,2929,10550,13246,64,0,0
12.039442,2461,2894,10538,13185,60,0,0
12.059442,2530,2992,10729,13272,54,0,0
12.079442,2626,2976,10599,13298,72,0,0
12.099442,2494,3042,10572,13198,43,0,0
12.119442,2462,3100,10602,13306,26,0,0
12.1394415,2622,3112,10645,13317,56,0,0
12.219441,2570,3107,10843,13306,41,0,0
12.239442,2606,3067,10605,13241,59,0,0
12.259441,2474,3122,10652,13325,23,0,0
12.279442,2579,3122,10895,13348,40,0,0
12.299441,2599,3075,10646,13250,56,0,0
12.319442,2667,3118,10578,13311,63,0,0
12.339441,2569,2989,10632,13286,63,0,0
